Int32;Int32;;
137152158;137152158;Да;ИСТИНА
137790385;137790385;Да;ИСТИНА
139371030;139371030;Да;ИСТИНА
139643343;139643343;Да;ИСТИНА
140442219;140442219;Да;ИСТИНА
142143932;142143932;Да;ИСТИНА
143224475;143224475;Да;ИСТИНА
144236660;144236660;Да;ИСТИНА
145578883;145578883;Да;ИСТИНА
145991747;145991747;Да;ИСТИНА
146491681;146491681;Да;ИСТИНА
147634760;147634760;Да;ИСТИНА
150207570;150207570;Да;ИСТИНА
150315957;150315957;Да;ИСТИНА
150450879;150450879;Да;ИСТИНА
151342073;151342073;Да;ИСТИНА
154374357;154374357;Да;ИСТИНА
154778983;154778983;Да;ИСТИНА
156102890;156102890;Да;ИСТИНА
157013948;157013948;Да;ИСТИНА
157139515;157139515;Да;ИСТИНА
157730625;157730625;Да;ИСТИНА
158892985;158892985;Да;ИСТИНА
160297499;160297499;Да;ИСТИНА
160930142;160930142;Да;ИСТИНА
162488567;162488567;Да;ИСТИНА
163185288;163185288;Да;ИСТИНА
163527054;163527054;Да;ИСТИНА
163897851;163897851;Да;ИСТИНА
165822531;165822531;Да;ИСТИНА
167301025;167301025;Да;ИСТИНА
169325245;169325245;Да;ИСТИНА
169925044;169925044;Да;ИСТИНА
170141841;170141841;Да;ИСТИНА
171877248;171877248;Да;ИСТИНА
172253350;172253350;Да;ИСТИНА
173040375;173040375;Да;ИСТИНА
173234776;173234776;Да;ИСТИНА
173547756;173547756;Да;ИСТИНА
174603873;174603873;Да;ИСТИНА
175131876;175131876;Да;ИСТИНА
176373729;176373729;Да;ИСТИНА
176949775;176949775;Да;ИСТИНА
177904738;177904738;Да;ИСТИНА
179162081;179162081;Да;ИСТИНА
179552916;179552916;Да;ИСТИНА
181372655;181372655;Да;ИСТИНА
182403681;182403681;Да;ИСТИНА
182773753;182773753;Да;ИСТИНА
183705032;183705032;Да;ИСТИНА
183945045;183945045;Да;ИСТИНА
184761702;184761702;Да;ИСТИНА
185215682;185215682;Да;ИСТИНА
185916243;185916243;Да;ИСТИНА
186510947;186510947;Да;ИСТИНА
187491626;187491626;Да;ИСТИНА
189292910;189292910;Да;ИСТИНА
190210392;190210392;Да;ИСТИНА
190965342;190965342;Да;ИСТИНА
191022510;191022510;Да;ИСТИНА
191313777;191313777;Да;ИСТИНА
191444242;191444242;Да;ИСТИНА
191938171;191938171;Да;ИСТИНА
192303735;192303735;Да;ИСТИНА
193435374;193435374;Да;ИСТИНА
194460429;194460429;Да;ИСТИНА
194683460;194683460;Да;ИСТИНА
194854902;194854902;Да;ИСТИНА
195043285;195043285;Да;ИСТИНА
196908046;196908046;Да;ИСТИНА
196988306;196988306;Да;ИСТИНА
197606050;197606050;Да;ИСТИНА
198270351;198270351;Да;ИСТИНА
200172946;200172946;Да;ИСТИНА
201426563;201426563;Да;ИСТИНА
202915987;202915987;Да;ИСТИНА
202930556;202930556;Да;ИСТИНА
203374713;203374713;Да;ИСТИНА
204249809;204249809;Да;ИСТИНА
206154493;206154493;Да;ИСТИНА
206959385;206959385;Да;ИСТИНА
208469153;208469153;Да;ИСТИНА
209718505;209718505;Да;ИСТИНА
210857248;210857248;Да;ИСТИНА
210942578;210942578;Да;ИСТИНА
212267771;212267771;Да;ИСТИНА
213716712;213716712;Да;ИСТИНА
215226448;215226448;Да;ИСТИНА
215482570;215482570;Да;ИСТИНА
217323995;217323995;Да;ИСТИНА
217344964;217344964;Да;ИСТИНА
217559786;217559786;Да;ИСТИНА
218538915;218538915;Да;ИСТИНА
219156383;219156383;Да;ИСТИНА
219183829;219183829;Да;ИСТИНА
219963803;219963803;Да;ИСТИНА
220262255;220262255;Да;ИСТИНА
220522721;220522721;Да;ИСТИНА
220655519;220655519;Да;ИСТИНА
222380800;222380800;Да;ИСТИНА
224285889;224285889;Да;ИСТИНА
224416051;224416051;Да;ИСТИНА
224851182;224851182;Да;ИСТИНА
225448150;225448150;Да;ИСТИНА
225698424;225698424;Да;ИСТИНА
229042308;229042308;Да;ИСТИНА
229185768;229185768;Да;ИСТИНА
229846989;229846989;Да;ИСТИНА
231067705;231067705;Да;ИСТИНА
231698902;231698902;Да;ИСТИНА
231832055;231832055;Да;ИСТИНА
232621999;232621999;Да;ИСТИНА
232695606;232695606;Да;ИСТИНА
233014877;233014877;Да;ИСТИНА
234130172;234130172;Да;ИСТИНА
234153233;234153233;Да;ИСТИНА
235306234;235306234;Да;ИСТИНА
236695857;236695857;Да;ИСТИНА
237880802;237880802;Да;ИСТИНА
238250802;238250802;Да;ИСТИНА
238354143;238354143;Да;ИСТИНА
239467785;239467785;Да;ИСТИНА
240575947;240575947;Да;ИСТИНА
240776246;240776246;Да;ИСТИНА
241076987;241076987;Да;ИСТИНА
242811087;242811087;Да;ИСТИНА
243516181;243516181;Да;ИСТИНА
246632196;246632196;Да;ИСТИНА
247201278;247201278;Да;ИСТИНА
248728341;248728341;Да;ИСТИНА
249865589;249865589;Да;ИСТИНА
250890680;250890680;Да;ИСТИНА
251161035;251161035;Да;ИСТИНА
251593678;251593678;Да;ИСТИНА
252336301;252336301;Да;ИСТИНА
253370449;253370449;Да;ИСТИНА
253741220;253741220;Да;ИСТИНА
253798260;253798260;Да;ИСТИНА
255978475;255978475;Да;ИСТИНА
256117386;256117386;Да;ИСТИНА
256761578;256761578;Да;ИСТИНА
256846108;256846108;Да;ИСТИНА
257310534;257310534;Да;ИСТИНА
257476955;257476955;Да;ИСТИНА
258720699;258720699;Да;ИСТИНА
259100455;259100455;Да;ИСТИНА
259741088;259741088;Да;ИСТИНА
260852531;260852531;Да;ИСТИНА
263078691;263078691;Да;ИСТИНА
263217553;263217553;Да;ИСТИНА
263494597;263494597;Да;ИСТИНА
263830454;263830454;Да;ИСТИНА
263879524;263879524;Да;ИСТИНА
264753050;264753050;Да;ИСТИНА
267092054;267092054;Да;ИСТИНА
267790802;267790802;Да;ИСТИНА
268151959;268151959;Да;ИСТИНА
268406790;268406790;Да;ИСТИНА
268728849;268728849;Да;ИСТИНА
268891874;268891874;Да;ИСТИНА
269076429;269076429;Да;ИСТИНА
269905574;269905574;Да;ИСТИНА
270362367;270362367;Да;ИСТИНА
272335846;272335846;Да;ИСТИНА
272591717;272591717;Да;ИСТИНА
273362235;273362235;Да;ИСТИНА
273502822;273502822;Да;ИСТИНА
274181780;274181780;Да;ИСТИНА
274376046;274376046;Да;ИСТИНА
274431926;274431926;Да;ИСТИНА
274968271;274968271;Да;ИСТИНА
275730332;275730332;Да;ИСТИНА
275910162;275910162;Да;ИСТИНА
277195059;277195059;Да;ИСТИНА
277704483;277704483;Да;ИСТИНА
278386834;278386834;Да;ИСТИНА
278491507;278491507;Да;ИСТИНА
278575766;278575766;Да;ИСТИНА
279223987;279223987;Да;ИСТИНА
280204826;280204826;Да;ИСТИНА
281728246;281728246;Да;ИСТИНА
282196002;282196002;Да;ИСТИНА
282217135;282217135;Да;ИСТИНА
282281182;282281182;Да;ИСТИНА
282894638;282894638;Да;ИСТИНА
283092825;283092825;Да;ИСТИНА
283543855;283543855;Да;ИСТИНА
283870857;283870857;Да;ИСТИНА
284167724;284167724;Да;ИСТИНА
284850023;284850023;Да;ИСТИНА
285038328;285038328;Да;ИСТИНА
285469917;285469917;Да;ИСТИНА
285946609;285946609;Да;ИСТИНА
286732448;286732448;Да;ИСТИНА
286898185;286898185;Да;ИСТИНА
287553414;287553414;Да;ИСТИНА
290521997;290521997;Да;ИСТИНА
291799748;291799748;Да;ИСТИНА
292703150;292703150;Да;ИСТИНА
293716954;293716954;Да;ИСТИНА
293753133;293753133;Да;ИСТИНА
294907197;294907197;Да;ИСТИНА
295414885;295414885;Да;ИСТИНА
295962593;295962593;Да;ИСТИНА
296679376;296679376;Да;ИСТИНА
297017081;297017081;Да;ИСТИНА
297296740;297296740;Да;ИСТИНА
298920718;298920718;Да;ИСТИНА
299409336;299409336;Да;ИСТИНА
299575882;299575882;Да;ИСТИНА
300786808;300786808;Да;ИСТИНА
302125689;302125689;Да;ИСТИНА
306001178;306001178;Да;ИСТИНА
308133572;308133572;Да;ИСТИНА
308490898;308490898;Да;ИСТИНА
308960345;308960345;Да;ИСТИНА
309277955;309277955;Да;ИСТИНА
311339073;311339073;Да;ИСТИНА
312033800;312033800;Да;ИСТИНА
312251517;312251517;Да;ИСТИНА
312252388;312252388;Да;ИСТИНА
313399572;313399572;Да;ИСТИНА
314200353;314200353;Да;ИСТИНА
316054636;316054636;Да;ИСТИНА
318138830;318138830;Да;ИСТИНА
318208034;318208034;Да;ИСТИНА
318394751;318394751;Да;ИСТИНА
318548671;318548671;Да;ИСТИНА
320080671;320080671;Да;ИСТИНА
320870499;320870499;Да;ИСТИНА
320902273;320902273;Да;ИСТИНА
321158044;321158044;Да;ИСТИНА
322004287;322004287;Да;ИСТИНА
322814652;322814652;Да;ИСТИНА
323284473;323284473;Да;ИСТИНА
325123535;325123535;Да;ИСТИНА
327992606;327992606;Да;ИСТИНА
330387992;330387992;Да;ИСТИНА
330651493;330651493;Да;ИСТИНА
331668632;331668632;Да;ИСТИНА
331708269;331708269;Да;ИСТИНА
331802639;331802639;Да;ИСТИНА
332190467;332190467;Да;ИСТИНА
332974045;332974045;Да;ИСТИНА
333792400;333792400;Да;ИСТИНА
334321928;334321928;Да;ИСТИНА
335405738;335405738;Да;ИСТИНА
336254547;336254547;Да;ИСТИНА
337606840;337606840;Да;ИСТИНА
337834072;337834072;Да;ИСТИНА
338005422;338005422;Да;ИСТИНА
339015103;339015103;Да;ИСТИНА
339610255;339610255;Да;ИСТИНА
340104558;340104558;Да;ИСТИНА
340755423;340755423;Да;ИСТИНА
341744084;341744084;Да;ИСТИНА
342849746;342849746;Да;ИСТИНА
343482521;343482521;Да;ИСТИНА
346409999;346409999;Да;ИСТИНА
347072227;347072227;Да;ИСТИНА
347234983;347234983;Да;ИСТИНА
350385822;350385822;Да;ИСТИНА
350564518;350564518;Да;ИСТИНА
350765529;350765529;Да;ИСТИНА
351915389;351915389;Да;ИСТИНА
351975309;351975309;Да;ИСТИНА
352366167;352366167;Да;ИСТИНА
352843229;352843229;Да;ИСТИНА
353908035;353908035;Да;ИСТИНА
354002575;354002575;Да;ИСТИНА
354169669;354169669;Да;ИСТИНА
354559271;354559271;Да;ИСТИНА
354871988;354871988;Да;ИСТИНА
355059094;355059094;Да;ИСТИНА
355098412;355098412;Да;ИСТИНА
355151320;355151320;Да;ИСТИНА
355551248;355551248;Да;ИСТИНА
357333112;357333112;Да;ИСТИНА
359594638;359594638;Да;ИСТИНА
359830990;359830990;Да;ИСТИНА
360408555;360408555;Да;ИСТИНА
361551700;361551700;Да;ИСТИНА
361799646;361799646;Да;ИСТИНА
362076626;362076626;Да;ИСТИНА
362248540;362248540;Да;ИСТИНА
362402658;362402658;Да;ИСТИНА
362806777;362806777;Да;ИСТИНА
363447811;363447811;Да;ИСТИНА
363497323;363497323;Да;ИСТИНА
363601688;363601688;Да;ИСТИНА
364175139;364175139;Да;ИСТИНА
364921024;364921024;Да;ИСТИНА
366799999;366799999;Да;ИСТИНА
367784292;367784292;Да;ИСТИНА
370039300;370039300;Да;ИСТИНА
370981369;370981369;Да;ИСТИНА
371136373;371136373;Да;ИСТИНА
372665222;372665222;Да;ИСТИНА
372913264;372913264;Да;ИСТИНА
375542209;375542209;Да;ИСТИНА
375582514;375582514;Да;ИСТИНА
378689580;378689580;Да;ИСТИНА
380100500;380100500;Да;ИСТИНА
380909596;380909596;Да;ИСТИНА
383950684;383950684;Да;ИСТИНА
384447830;384447830;Да;ИСТИНА
384596278;384596278;Да;ИСТИНА
385133177;385133177;Да;ИСТИНА
388473381;388473381;Да;ИСТИНА
388923508;388923508;Да;ИСТИНА
389579296;389579296;Да;ИСТИНА
390482378;390482378;Да;ИСТИНА
390890568;390890568;Да;ИСТИНА
392335283;392335283;Да;ИСТИНА
392544256;392544256;Да;ИСТИНА
393008457;393008457;Да;ИСТИНА
393260928;393260928;Да;ИСТИНА
394000597;394000597;Да;ИСТИНА
394333340;394333340;Да;ИСТИНА
395898629;395898629;Да;ИСТИНА
397288085;397288085;Да;ИСТИНА
397500933;397500933;Да;ИСТИНА
399271845;399271845;Да;ИСТИНА
400006481;400006481;Да;ИСТИНА
401234786;401234786;Да;ИСТИНА
402276410;402276410;Да;ИСТИНА
402316977;402316977;Да;ИСТИНА
403623547;403623547;Да;ИСТИНА
406096624;406096624;Да;ИСТИНА
408221783;408221783;Да;ИСТИНА
411661727;411661727;Да;ИСТИНА
411796053;411796053;Да;ИСТИНА
412990546;412990546;Да;ИСТИНА
413521102;413521102;Да;ИСТИНА
414314942;414314942;Да;ИСТИНА
415086048;415086048;Да;ИСТИНА
416066017;416066017;Да;ИСТИНА
416311732;416311732;Да;ИСТИНА
417885791;417885791;Да;ИСТИНА
417957340;417957340;Да;ИСТИНА
419257507;419257507;Да;ИСТИНА
420210919;420210919;Да;ИСТИНА
421910626;421910626;Да;ИСТИНА
422140399;422140399;Да;ИСТИНА
422343780;422343780;Да;ИСТИНА
422869377;422869377;Да;ИСТИНА
423949207;423949207;Да;ИСТИНА
424776711;424776711;Да;ИСТИНА
425250563;425250563;Да;ИСТИНА
426202645;426202645;Да;ИСТИНА
426864907;426864907;Да;ИСТИНА
427618234;427618234;Да;ИСТИНА
427715092;427715092;Да;ИСТИНА
428822562;428822562;Да;ИСТИНА
430981859;430981859;Да;ИСТИНА
431259517;431259517;Да;ИСТИНА
434025398;434025398;Да;ИСТИНА
434130695;434130695;Да;ИСТИНА
434193604;434193604;Да;ИСТИНА
435797896;435797896;Да;ИСТИНА
436998763;436998763;Да;ИСТИНА
437498181;437498181;Да;ИСТИНА
437841330;437841330;Да;ИСТИНА
439997754;439997754;Да;ИСТИНА
440373797;440373797;Да;ИСТИНА
440413527;440413527;Да;ИСТИНА
441390011;441390011;Да;ИСТИНА
441472279;441472279;Да;ИСТИНА
442131041;442131041;Да;ИСТИНА
443110741;443110741;Да;ИСТИНА
444670971;444670971;Да;ИСТИНА
444837444;444837444;Да;ИСТИНА
445732404;445732404;Да;ИСТИНА
446917491;446917491;Да;ИСТИНА
447494815;447494815;Да;ИСТИНА
447554082;447554082;Да;ИСТИНА
447918208;447918208;Да;ИСТИНА
448158563;448158563;Да;ИСТИНА
448994683;448994683;Да;ИСТИНА
450096602;450096602;Да;ИСТИНА
450976666;450976666;Да;ИСТИНА
452211301;452211301;Да;ИСТИНА
452251714;452251714;Да;ИСТИНА
452734787;452734787;Да;ИСТИНА
453135005;453135005;Да;ИСТИНА
453515477;453515477;Да;ИСТИНА
453939628;453939628;Да;ИСТИНА
454177720;454177720;Да;ИСТИНА
454339031;454339031;Да;ИСТИНА
454364860;454364860;Да;ИСТИНА
457570201;457570201;Да;ИСТИНА
457623490;457623490;Да;ИСТИНА
457660984;457660984;Да;ИСТИНА
458797873;458797873;Да;ИСТИНА
459238516;459238516;Да;ИСТИНА
459480201;459480201;Да;ИСТИНА
459663338;459663338;Да;ИСТИНА
461963313;461963313;Да;ИСТИНА
462667703;462667703;Да;ИСТИНА
464334957;464334957;Да;ИСТИНА
465161752;465161752;Да;ИСТИНА
465554023;465554023;Да;ИСТИНА
466077613;466077613;Да;ИСТИНА
468171084;468171084;Да;ИСТИНА
468422675;468422675;Да;ИСТИНА
469225007;469225007;Да;ИСТИНА
469309881;469309881;Да;ИСТИНА
470424905;470424905;Да;ИСТИНА
471116776;471116776;Да;ИСТИНА
471229583;471229583;Да;ИСТИНА
472346393;472346393;Да;ИСТИНА
472987254;472987254;Да;ИСТИНА
473926540;473926540;Да;ИСТИНА
474869458;474869458;Да;ИСТИНА
475576930;475576930;Да;ИСТИНА
477671548;477671548;Да;ИСТИНА
477701714;477701714;Да;ИСТИНА
478381244;478381244;Да;ИСТИНА
478606863;478606863;Да;ИСТИНА
479983418;479983418;Да;ИСТИНА
480343462;480343462;Да;ИСТИНА
480889738;480889738;Да;ИСТИНА
481095508;481095508;Да;ИСТИНА
482560582;482560582;Да;ИСТИНА
483417542;483417542;Да;ИСТИНА
484141582;484141582;Да;ИСТИНА
484296100;484296100;Да;ИСТИНА
486664140;486664140;Да;ИСТИНА
486742631;486742631;Да;ИСТИНА
487350137;487350137;Да;ИСТИНА
487556443;487556443;Да;ИСТИНА
488984090;488984090;Да;ИСТИНА
489299331;489299331;Да;ИСТИНА
489446969;489446969;Да;ИСТИНА
489690220;489690220;Да;ИСТИНА
490628548;490628548;Да;ИСТИНА
490661815;490661815;Да;ИСТИНА
491111929;491111929;Да;ИСТИНА
492292715;492292715;Да;ИСТИНА
492563909;492563909;Да;ИСТИНА
493499815;493499815;Да;ИСТИНА
494383081;494383081;Да;ИСТИНА
494402812;494402812;Да;ИСТИНА
494768844;494768844;Да;ИСТИНА
495551643;495551643;Да;ИСТИНА
496417653;496417653;Да;ИСТИНА
497196163;497196163;Да;ИСТИНА
497612842;497612842;Да;ИСТИНА
499648606;499648606;Да;ИСТИНА
500471306;500471306;Да;ИСТИНА
500803797;500803797;Да;ИСТИНА
501841576;501841576;Да;ИСТИНА
501930510;501930510;Да;ИСТИНА
502804699;502804699;Да;ИСТИНА
503535376;503535376;Да;ИСТИНА
503966686;503966686;Да;ИСТИНА
504990796;504990796;Да;ИСТИНА
506710989;506710989;Да;ИСТИНА
507073720;507073720;Да;ИСТИНА
508781394;508781394;Да;ИСТИНА
508957887;508957887;Да;ИСТИНА
510353609;510353609;Да;ИСТИНА
512014457;512014457;Да;ИСТИНА
513835161;513835161;Да;ИСТИНА
514197667;514197667;Да;ИСТИНА
514621494;514621494;Да;ИСТИНА
515931806;515931806;Да;ИСТИНА
517231772;517231772;Да;ИСТИНА
517746106;517746106;Да;ИСТИНА
517941826;517941826;Да;ИСТИНА
519597108;519597108;Да;ИСТИНА
519697519;519697519;Да;ИСТИНА
521117599;521117599;Да;ИСТИНА
521463664;521463664;Да;ИСТИНА
523013193;523013193;Да;ИСТИНА
523269136;523269136;Да;ИСТИНА
524113971;524113971;Да;ИСТИНА
524698129;524698129;Да;ИСТИНА
525840026;525840026;Да;ИСТИНА
528565948;528565948;Да;ИСТИНА
528903528;528903528;Да;ИСТИНА
529057201;529057201;Да;ИСТИНА
530312129;530312129;Да;ИСТИНА
530560388;530560388;Да;ИСТИНА
531310819;531310819;Да;ИСТИНА
533377953;533377953;Да;ИСТИНА
533842220;533842220;Да;ИСТИНА
534528548;534528548;Да;ИСТИНА
539545897;539545897;Да;ИСТИНА
540678099;540678099;Да;ИСТИНА
540744802;540744802;Да;ИСТИНА
541695108;541695108;Да;ИСТИНА
545023086;545023086;Да;ИСТИНА
547735767;547735767;Да;ИСТИНА
549911555;549911555;Да;ИСТИНА
550373180;550373180;Да;ИСТИНА
550431026;550431026;Да;ИСТИНА
551493966;551493966;Да;ИСТИНА
551841746;551841746;Да;ИСТИНА
552437426;552437426;Да;ИСТИНА
553123863;553123863;Да;ИСТИНА
554452504;554452504;Да;ИСТИНА
554455931;554455931;Да;ИСТИНА
556682654;556682654;Да;ИСТИНА
557355571;557355571;Да;ИСТИНА
557980354;557980354;Да;ИСТИНА
558156634;558156634;Да;ИСТИНА
559711985;559711985;Да;ИСТИНА
559784254;559784254;Да;ИСТИНА
559847037;559847037;Да;ИСТИНА
559980646;559980646;Да;ИСТИНА
561981614;561981614;Да;ИСТИНА
562424842;562424842;Да;ИСТИНА
562880336;562880336;Да;ИСТИНА
563465572;563465572;Да;ИСТИНА
564285586;564285586;Да;ИСТИНА
565560136;565560136;Да;ИСТИНА
566982207;566982207;Да;ИСТИНА
567537204;567537204;Да;ИСТИНА
567562046;567562046;Да;ИСТИНА
567957007;567957007;Да;ИСТИНА
568079261;568079261;Да;ИСТИНА
568138659;568138659;Да;ИСТИНА
568394593;568394593;Да;ИСТИНА
568541144;568541144;Да;ИСТИНА
570241406;570241406;Да;ИСТИНА
570360688;570360688;Да;ИСТИНА
571503992;571503992;Да;ИСТИНА
571897939;571897939;Да;ИСТИНА
573200240;573200240;Да;ИСТИНА
574702178;574702178;Да;ИСТИНА
574913660;574913660;Да;ИСТИНА
575556640;575556640;Да;ИСТИНА
577750216;577750216;Да;ИСТИНА
577988470;577988470;Да;ИСТИНА
578972261;578972261;Да;ИСТИНА
579065800;579065800;Да;ИСТИНА
579485848;579485848;Да;ИСТИНА
579564590;579564590;Да;ИСТИНА
580549485;580549485;Да;ИСТИНА
581037696;581037696;Да;ИСТИНА
581119419;581119419;Да;ИСТИНА
581404931;581404931;Да;ИСТИНА
581969159;581969159;Да;ИСТИНА
582385188;582385188;Да;ИСТИНА
583073816;583073816;Да;ИСТИНА
584472957;584472957;Да;ИСТИНА
585045164;585045164;Да;ИСТИНА
585074583;585074583;Да;ИСТИНА
586983195;586983195;Да;ИСТИНА
587849248;587849248;Да;ИСТИНА
588123550;588123550;Да;ИСТИНА
588272015;588272015;Да;ИСТИНА
589389272;589389272;Да;ИСТИНА
589749657;589749657;Да;ИСТИНА
591533589;591533589;Да;ИСТИНА
592153209;592153209;Да;ИСТИНА
592163559;592163559;Да;ИСТИНА
593631444;593631444;Да;ИСТИНА
595172697;595172697;Да;ИСТИНА
595537831;595537831;Да;ИСТИНА
596133817;596133817;Да;ИСТИНА
596540572;596540572;Да;ИСТИНА
598167259;598167259;Да;ИСТИНА
598822699;598822699;Да;ИСТИНА
599663002;599663002;Да;ИСТИНА
600450713;600450713;Да;ИСТИНА
601252684;601252684;Да;ИСТИНА
601876503;601876503;Да;ИСТИНА
602395898;602395898;Да;ИСТИНА
602507753;602507753;Да;ИСТИНА
602992211;602992211;Да;ИСТИНА
604530822;604530822;Да;ИСТИНА
604597257;604597257;Да;ИСТИНА
607320211;607320211;Да;ИСТИНА
608167244;608167244;Да;ИСТИНА
608728922;608728922;Да;ИСТИНА
608751472;608751472;Да;ИСТИНА
609943939;609943939;Да;ИСТИНА
611461671;611461671;Да;ИСТИНА
613409859;613409859;Да;ИСТИНА
613707900;613707900;Да;ИСТИНА
614225788;614225788;Да;ИСТИНА
614597278;614597278;Да;ИСТИНА
615875852;615875852;Да;ИСТИНА
617356607;617356607;Да;ИСТИНА
617516997;617516997;Да;ИСТИНА
617705381;617705381;Да;ИСТИНА
618497186;618497186;Да;ИСТИНА
619027299;619027299;Да;ИСТИНА
619763244;619763244;Да;ИСТИНА
621250536;621250536;Да;ИСТИНА
621860073;621860073;Да;ИСТИНА
623502756;623502756;Да;ИСТИНА
623782912;623782912;Да;ИСТИНА
623795729;623795729;Да;ИСТИНА
624216129;624216129;Да;ИСТИНА
624628304;624628304;Да;ИСТИНА
625751234;625751234;Да;ИСТИНА
627176510;627176510;Да;ИСТИНА
627792179;627792179;Да;ИСТИНА
628094856;628094856;Да;ИСТИНА
628592319;628592319;Да;ИСТИНА
628658799;628658799;Да;ИСТИНА
628843009;628843009;Да;ИСТИНА
631164679;631164679;Да;ИСТИНА
631784649;631784649;Да;ИСТИНА
631829027;631829027;Да;ИСТИНА
632365033;632365033;Да;ИСТИНА
633099880;633099880;Да;ИСТИНА
633344283;633344283;Да;ИСТИНА
634376664;634376664;Да;ИСТИНА
634958984;634958984;Да;ИСТИНА
635097228;635097228;Да;ИСТИНА
635421146;635421146;Да;ИСТИНА
635942177;635942177;Да;ИСТИНА
636404368;636404368;Да;ИСТИНА
640039065;640039065;Да;ИСТИНА
641075316;641075316;Да;ИСТИНА
641196357;641196357;Да;ИСТИНА
641607819;641607819;Да;ИСТИНА
642055818;642055818;Да;ИСТИНА
646196466;646196466;Да;ИСТИНА
646412336;646412336;Да;ИСТИНА
646466961;646466961;Да;ИСТИНА
647888539;647888539;Да;ИСТИНА
649210482;649210482;Да;ИСТИНА
650585630;650585630;Да;ИСТИНА
650782859;650782859;Да;ИСТИНА
653566654;653566654;Да;ИСТИНА
655555611;655555611;Да;ИСТИНА
655880530;655880530;Да;ИСТИНА
655901971;655901971;Да;ИСТИНА
655909560;655909560;Да;ИСТИНА
656882496;656882496;Да;ИСТИНА
657177559;657177559;Да;ИСТИНА
657885641;657885641;Да;ИСТИНА
658629732;658629732;Да;ИСТИНА
658669767;658669767;Да;ИСТИНА
659784876;659784876;Да;ИСТИНА
660762639;660762639;Да;ИСТИНА
661803060;661803060;Да;ИСТИНА
662762299;662762299;Да;ИСТИНА
663049165;663049165;Да;ИСТИНА
663295117;663295117;Да;ИСТИНА
663762661;663762661;Да;ИСТИНА
665204648;665204648;Да;ИСТИНА
666060711;666060711;Да;ИСТИНА
666094879;666094879;Да;ИСТИНА
666139422;666139422;Да;ИСТИНА
666475260;666475260;Да;ИСТИНА
667694001;667694001;Да;ИСТИНА
667985829;667985829;Да;ИСТИНА
668084621;668084621;Да;ИСТИНА
668655386;668655386;Да;ИСТИНА
669136278;669136278;Да;ИСТИНА
671490917;671490917;Да;ИСТИНА
671714295;671714295;Да;ИСТИНА
673516049;673516049;Да;ИСТИНА
675470814;675470814;Да;ИСТИНА
677282222;677282222;Да;ИСТИНА
677422537;677422537;Да;ИСТИНА
677436794;677436794;Да;ИСТИНА
677444687;677444687;Да;ИСТИНА
678367779;678367779;Да;ИСТИНА
678662832;678662832;Да;ИСТИНА
679823523;679823523;Да;ИСТИНА
680266502;680266502;Да;ИСТИНА
680695819;680695819;Да;ИСТИНА
681684401;681684401;Да;ИСТИНА
682184077;682184077;Да;ИСТИНА
682348129;682348129;Да;ИСТИНА
683756939;683756939;Да;ИСТИНА
684183352;684183352;Да;ИСТИНА
685073186;685073186;Да;ИСТИНА
686745624;686745624;Да;ИСТИНА
687514636;687514636;Да;ИСТИНА
689297306;689297306;Да;ИСТИНА
689675361;689675361;Да;ИСТИНА
690865423;690865423;Да;ИСТИНА
691470883;691470883;Да;ИСТИНА
693602639;693602639;Да;ИСТИНА
693777769;693777769;Да;ИСТИНА
693937364;693937364;Да;ИСТИНА
695567096;695567096;Да;ИСТИНА
695758145;695758145;Да;ИСТИНА
698288516;698288516;Да;ИСТИНА
699206010;699206010;Да;ИСТИНА
699765728;699765728;Да;ИСТИНА
701484715;701484715;Да;ИСТИНА
702082895;702082895;Да;ИСТИНА
702674308;702674308;Да;ИСТИНА
702959990;702959990;Да;ИСТИНА
702960839;702960839;Да;ИСТИНА
703602768;703602768;Да;ИСТИНА
703783271;703783271;Да;ИСТИНА
704566947;704566947;Да;ИСТИНА
705759016;705759016;Да;ИСТИНА
705880407;705880407;Да;ИСТИНА
707947538;707947538;Да;ИСТИНА
708366436;708366436;Да;ИСТИНА
708473898;708473898;Да;ИСТИНА
708877825;708877825;Да;ИСТИНА
709533880;709533880;Да;ИСТИНА
709862872;709862872;Да;ИСТИНА
710252667;710252667;Да;ИСТИНА
710324339;710324339;Да;ИСТИНА
710636347;710636347;Да;ИСТИНА
711885321;711885321;Да;ИСТИНА
712580184;712580184;Да;ИСТИНА
712607046;712607046;Да;ИСТИНА
713852688;713852688;Да;ИСТИНА
713972763;713972763;Да;ИСТИНА
714562554;714562554;Да;ИСТИНА
716973591;716973591;Да;ИСТИНА
718203974;718203974;Да;ИСТИНА
718333520;718333520;Да;ИСТИНА
719616970;719616970;Да;ИСТИНА
720603307;720603307;Да;ИСТИНА
720661811;720661811;Да;ИСТИНА
720835507;720835507;Да;ИСТИНА
721924809;721924809;Да;ИСТИНА
721940929;721940929;Да;ИСТИНА
722621655;722621655;Да;ИСТИНА
723271442;723271442;Да;ИСТИНА
723505070;723505070;Да;ИСТИНА
725190675;725190675;Да;ИСТИНА
726128358;726128358;Да;ИСТИНА
730113136;730113136;Да;ИСТИНА
730394246;730394246;Да;ИСТИНА
730624129;730624129;Да;ИСТИНА
730642982;730642982;Да;ИСТИНА
731029346;731029346;Да;ИСТИНА
733080182;733080182;Да;ИСТИНА
734520826;734520826;Да;ИСТИНА
735575673;735575673;Да;ИСТИНА
